Unnamed: 0,name,nation,club,position,alternative positions,age,overall,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Agility,Balance,Reactions,Ball Control,Dribbling,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,height,weight,preferred foot,weak foot,league,att work rate,def work rate,skill moves,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Gender
474,Gregor Kobel,Switzerland,Borussia Dortmund,GK,GK,26,87,86,84,74,89,44,85,38,52,10,10,56,10,10,12,59,13,12,39,33,13,37,29,85,34,24,66,14,13,15,15,15,71,30,81,24,"195CM / 6'5""FT",88KG / 194LBS,Right,3,Bundesliga,Medium,Medium,1,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gregor-kobel/235073,86.0,84.0,74.0,85.0,89.0,M
475,Heung Min Son,Korea Republic,Spurs,LW,"LW, LM",32,87,87,88,80,84,42,70,85,88,90,89,88,89,79,73,81,83,74,82,72,87,81,74,89,82,87,87,39,68,47,34,33,78,88,64,62,"183CM / 6'0""FT",78KG / 172LBS,Right,5,Premier League,High,Medium,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/heung-min-son/200104,,,,,,M
476,Rose Lavelle,United States,OL Reign,CAM,"CAM, RM",29,87,86,78,84,87,45,65,85,86,85,81,74,78,68,74,86,74,69,91,85,72,80,85,84,87,90,79,48,44,41,48,45,65,80,58,63,"163CM / 5'4""FT",56KG / 123LBS,Left,4,NWSL,High,Medium,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rose-lavelle/232075,,,,,,F
477,Sandra Paños,Spain,FC Barcelona,GK,GK,31,87,86,82,84,89,56,87,54,58,14,11,63,17,17,27,34,16,25,23,18,22,54,69,82,20,11,56,19,20,22,18,14,72,41,64,19,"169CM / 5'7""FT",65KG / 143LBS,Right,3,Liga F,Medium,Medium,1,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sandra-panos/227776,86.0,82.0,84.0,87.0,89.0,F
478,Gianluigi Donnarumma,Italy,Paris SG,GK,GK,25,87,90,82,79,89,52,83,50,55,14,12,59,18,8,24,60,12,14,36,34,12,64,38,84,30,28,65,26,12,20,14,16,71,34,72,30,"196CM / 6'5""FT",90KG / 198LBS,Right,3,Ligue 1 Uber Eats,Medium,Medium,1,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gianluigi-donnarumma/230621,90.0,82.0,79.0,83.0,89.0,M
479,Manuel Neuer,Germany,FC Bayern München,GK,GK,38,87,84,85,90,84,49,88,48,50,12,13,68,16,11,47,70,15,11,60,68,14,51,35,84,46,30,70,30,25,17,10,11,77,43,80,29,"193CM / 6'4""FT",93KG / 205LBS,Right,4,Bundesliga,Medium,Medium,1,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/manuel-neuer/167495,84.0,85.0,90.0,88.0,84.0,M
480,Ousmane Dembélé,France,Paris SG,RW,"RW, LW, RM",27,86,93,77,81,87,36,57,94,93,80,75,83,76,76,75,83,86,64,80,76,82,90,81,80,87,89,81,36,43,42,30,33,65,68,52,54,"178CM / 5'10""FT",67KG / 148LBS,Left,5,Ligue 1 Uber Eats,High,Medium,5,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ousmane-dembele/231443,,,,,,M
481,Selma Bacha,France,OL,LB,"LB, LW, LWB",23,86,87,72,84,82,79,78,92,83,80,65,92,72,49,60,79,92,70,87,77,88,94,87,77,81,80,84,80,58,76,84,87,79,91,71,78,"161CM / 5'3""FT",58KG / 128LBS,Left,3,D1 Arkema,High,High,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/selma-bacha/265674,,,,,,F
482,Mary Earps,England,Manchester Utd,GK,GK,31,86,83,83,83,85,41,85,44,36,10,10,62,13,12,26,68,13,12,31,29,14,29,40,86,20,12,35,14,7,11,15,14,64,38,63,31,"173CM / 5'8""FT",68KG / 150LBS,Right,3,Barclays WSL,Medium,Medium,1,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mary-earps/247504,83.0,83.0,83.0,85.0,85.0,F
483,Bukayo Saka,England,Arsenal,RW,"RW, RM",23,86,85,81,79,87,60,70,88,82,82,83,78,79,79,82,83,83,69,81,69,81,85,86,85,87,89,80,62,45,60,62,60,70,84,63,68,"178CM / 5'10""FT",65KG / 143LBS,Left,3,Premier League,High,Medium,3,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/bukayo-saka/246669,,,,,,M
484,Jude Bellingham,England,Real Madrid,CM,CM,21,86,76,75,79,85,78,82,77,75,79,77,78,74,71,57,84,66,49,87,86,73,81,79,86,85,86,81,82,69,77,79,77,79,93,75,85,"186CM / 6'1""FT",75KG / 165LBS,Right,4,LALIGA EA SPORTS,High,High,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jude-bellingham/252371,,,,,,M
485,Rafael Leão,Portugal,Milan,LW,"LW, CF, ST, LM",25,86,93,80,75,87,27,76,93,93,84,84,80,74,74,63,75,78,60,80,63,80,85,80,84,87,89,83,24,65,22,24,21,85,77,80,60,"188CM / 6'2""FT",81KG / 179LBS,Right,4,Serie A TIM,Medium,Low,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rafael-leao/241721,,,,,,M
486,Pedri,Spain,FC Barcelona,CM,CM,21,86,78,69,82,88,70,74,81,76,79,72,68,68,56,53,88,68,62,88,86,79,88,90,87,88,87,87,73,50,68,77,65,73,87,73,62,"174CM / 5'9""FT",60KG / 132LBS,Right,4,LALIGA EA SPORTS,High,High,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pedri/251854,,,,,,M
487,Lauren Hemp,England,Manchester City,LW,"LW, LM",24,86,90,76,84,87,63,68,90,90,83,76,83,70,69,68,83,92,80,81,79,86,90,91,86,88,87,70,69,63,56,69,57,76,88,60,59,"164CM / 5'5""FT",59KG / 130LBS,Left,3,Barclays WSL,High,High,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lauren-hemp/257008,,,,,,F
488,Matthijs de Ligt,Holland,FC Bayern München,CB,CB,25,86,66,61,64,68,85,86,62,70,44,50,84,75,45,40,45,52,55,79,78,48,53,62,85,73,65,82,82,85,87,85,88,88,75,91,86,"189CM / 6'2""FT",89KG / 196LBS,Right,3,Bundesliga,Medium,High,2,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/matthijs-de-ligt/235243,,,,,,M
489,Sandro Tonali,Italy,Newcastle Utd,CDM,"CDM, CM",24,86,84,74,81,81,82,84,81,86,75,69,82,83,68,64,79,78,81,85,83,75,81,83,83,85,78,84,84,70,83,84,81,84,86,82,84,"181CM / 5'11""FT",79KG / 174LBS,Right,4,Premier League,Medium,High,3,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sandro-tonali/241096,,,,,,M
490,Riyad Mahrez,Algeria,Al Ahli,RM,"RM, RW",33,86,79,81,81,89,38,60,84,75,84,81,82,82,76,73,84,80,80,83,75,85,91,88,84,91,89,81,39,56,45,31,22,71,75,57,48,"179CM / 5'10""FT",67KG / 148LBS,Left,4,ROSHN Saudi League,Medium,Medium,5,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/riyad-mahrez/204485,,,,,,M
491,Grace Geyoro,France,Paris SG,CM,"CM, CDM",27,86,77,72,82,82,83,78,82,73,80,75,74,71,52,59,83,70,65,89,86,72,74,79,87,86,82,79,88,64,80,90,80,79,93,74,71,"168CM / 5'6""FT",61KG / 134LBS,Right,3,D1 Arkema,High,High,3,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/grace-geyoro/237197,,,,,,F
492,Jamal Musiala,Germany,FC Bayern München,CAM,"CAM, CM, LM",21,86,85,75,76,91,63,61,84,86,81,79,73,75,70,55,82,67,51,82,77,69,93,92,86,89,94,84,65,49,64,63,68,65,78,53,59,"184CM / 6'0""FT",72KG / 159LBS,Right,4,Bundesliga,Medium,Medium,5,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jamal-musiala/256790,,,,,,M
493,Nicolò Barella,Italy,Inter,CM,CM,27,86,78,78,82,85,78,80,79,78,83,78,77,79,80,73,83,79,67,86,83,79,90,90,89,87,81,86,83,53,80,79,81,73,94,73,84,"175CM / 5'9""FT",68KG / 150LBS,Right,3,Serie A TIM,High,High,3,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nicolo-barella/224232,,,,,,M
494,Jill Roord,Holland,Manchester City,CAM,"CAM, CM, RW",27,86,77,84,84,85,52,73,78,76,86,82,86,90,80,74,87,78,80,87,82,81,80,75,87,87,85,82,57,59,59,46,34,80,76,83,44,"175CM / 5'9""FT",63KG / 139LBS,Right,4,Barclays WSL,High,Medium,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jill-roord/240714,,,,,,F
495,Ronald Araujo,Uruguay,FC Barcelona,CB,"CB, RB",25,86,79,51,65,62,86,84,71,85,56,56,61,35,38,43,59,58,45,76,66,47,56,55,84,68,55,76,85,85,86,86,86,90,73,87,87,"188CM / 6'2""FT",79KG / 174LBS,Right,3,LALIGA EA SPORTS,Medium,High,2,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ronald-araujo/253163,,,,,,M
496,Paulo Dybala,Argentina,Roma FC,CF,"CF, CAM, ST",30,86,80,85,85,90,40,60,84,76,82,83,84,89,90,87,91,82,88,86,79,89,88,90,79,93,90,79,42,58,32,41,39,73,72,60,43,"177CM / 5'10""FT",75KG / 165LBS,Left,3,Serie A TIM,High,Low,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/paulo-dybala/211110,,,,,,M
497,İlkay Gündoğan,Germany,FC Barcelona,CM,"CM, CDM",33,86,62,81,84,86,72,73,65,60,84,82,79,80,75,80,86,77,80,88,84,86,77,77,86,91,86,87,75,50,77,75,67,67,75,73,70,"180CM / 5'11""FT",80KG / 176LBS,Right,4,LALIGA EA SPORTS,High,Medium,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ilkay-gundogan/186942,,,,,,M
498,Vivianne Miedema,Holland,Arsenal,ST,"ST, CAM, CF",28,86,82,85,70,86,32,81,84,80,89,85,86,84,83,75,69,64,73,79,56,76,80,73,87,89,87,90,27,82,22,30,23,92,83,84,70,"178CM / 5'10""FT",65KG / 143LBS,Right,4,Barclays WSL,High,Medium,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/vivianne-miedema/233746,,,,,,F
499,Sergej Milinković-Savić,Serbia,Al Hilal,CM,CM,29,86,68,80,82,82,79,86,66,70,82,82,83,81,74,59,83,71,78,86,86,81,62,63,84,87,85,84,79,86,78,79,74,88,91,87,79,"192CM / 6'4""FT",95KG / 209LBS,Right,5,ROSHN Saudi League,High,Medium,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sergej-milinkovic-savic/223848,,,,,,M
500,Khvicha Kvaratskhelia,Georgia,Napoli FC,LW,"LW, RW, LM",23,86,84,80,81,87,41,71,83,84,84,82,78,83,64,65,86,78,65,83,76,82,85,73,84,88,89,82,40,62,38,39,34,77,79,70,62,"183CM / 6'0""FT",70KG / 154LBS,Right,5,Serie A TIM,Medium,Medium,5,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/khvicha-kvaratskhelia/247635,,,,,,M
501,Andrew Robertson,Scotland,Liverpool,LB,"LB, LWB",30,86,80,61,82,81,81,77,82,78,80,55,76,65,32,55,82,87,71,82,76,82,75,74,85,83,81,83,83,67,82,83,81,77,95,65,85,"178CM / 5'10""FT",64KG / 141LBS,Left,2,Premier League,High,High,3,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/andrew-robertson/216267,,,,,,M
502,Parejo,Spain,Villarreal CF,CM,"CM, CDM",35,86,49,83,90,80,73,69,53,46,81,83,81,88,72,88,90,86,91,92,90,88,62,72,79,86,81,85,80,61,72,73,71,66,75,70,59,"182CM / 6'0""FT",74KG / 163LBS,Right,4,LALIGA EA SPORTS,Medium,Medium,3,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/parejo/189513,,,,,,M
503,Sakina Karchaoui,France,Paris SG,LB,"LB, LWB",28,86,89,61,82,87,79,65,92,87,82,55,65,67,59,53,73,89,67,86,78,80,90,85,82,87,87,86,82,61,78,84,79,72,86,50,72,"160CM / 5'3""FT",55KG / 121LBS,Left,4,D1 Arkema,High,Medium,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sakina-karchaoui/233662,,,,,,F
504,Sadio Mané,Senegal,Al Nassr,CF,"CF, LM, ST",32,86,85,83,79,87,44,74,84,85,85,85,85,78,75,75,83,78,64,83,71,77,87,88,88,86,87,84,35,79,42,42,38,85,79,70,75,"174CM / 5'9""FT",69KG / 152LBS,Right,4,ROSHN Saudi League,Medium,Medium,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sadio-mane/208722,,,,,,M
505,Toni Kroos,Germany,Real Madrid,CM,"CM, CDM",34,86,51,80,90,81,70,71,55,48,74,76,89,85,82,73,89,88,84,92,92,86,63,71,88,88,80,88,80,58,71,70,60,61,75,72,68,"183CM / 6'0""FT",76KG / 168LBS,Right,5,LALIGA EA SPORTS,Medium,Medium,3,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/toni-kroos/182521,,,,,,M
506,Lindsey Horan,United States,OL,CM,CM,30,86,78,84,86,84,63,78,79,77,87,83,89,86,78,70,88,79,87,90,90,68,79,62,86,87,85,81,69,89,59,60,49,92,83,81,63,"175CM / 5'9""FT",67KG / 148LBS,Right,3,D1 Arkema,High,Medium,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lindsey-horan/231432,,,,,,F
507,Éder Militão,Brazil,Real Madrid,CB,CB,26,86,85,50,69,71,86,82,82,88,64,48,62,42,34,60,59,69,40,78,76,60,70,62,85,72,70,74,86,87,86,87,85,92,85,79,84,"186CM / 6'1""FT",78KG / 172LBS,Right,3,LALIGA EA SPORTS,Medium,High,2,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/eder-militao/240130,,,,,,M
508,Christopher Nkunku,France,Chelsea,CF,"CF, CAM, ST",26,86,82,81,83,88,62,67,81,82,86,86,79,78,70,67,84,81,80,85,80,82,88,90,85,88,89,81,64,61,62,64,54,74,78,64,59,"175CM / 5'9""FT",73KG / 161LBS,Right,3,Premier League,Medium,Medium,5,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/christopher-nkunku/232411,,,,,,M
509,N'Golo Kanté,France,Al Ittihad,CDM,"CDM, CM",33,86,69,65,73,80,85,77,74,64,72,64,71,65,56,54,77,68,49,80,74,49,78,92,89,81,78,84,88,54,88,90,85,70,84,70,89,"168CM / 5'6""FT",70KG / 154LBS,Right,3,ROSHN Saudi League,Medium,High,2,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/n-golo-kante/215914,,,,,,M
510,Kim Little,Scotland,Arsenal,CM,"CM, CDM, CAM",34,86,76,78,83,88,62,66,79,74,89,74,85,74,82,78,86,78,65,89,80,77,85,88,89,91,88,84,74,56,38,75,74,67,92,53,65,"162CM / 5'4""FT",57KG / 126LBS,Right,4,Barclays WSL,High,Medium,3,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kim-little/245872,,,,,,F
511,Lea Schüller,Germany,FC Bayern München,ST,"ST, CF",26,86,86,83,70,81,33,73,85,86,91,92,78,72,73,74,68,66,65,77,61,78,77,77,87,86,80,74,31,87,24,26,27,91,81,75,55,"173CM / 5'8""FT",60KG / 132LBS,Right,3,GPFBL,Medium,Low,3,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lea-schuller/244302,,,,,,F
512,João Cancelo,Portugal,FC Barcelona,LB,"LB, RB, LWB",30,86,81,73,85,84,80,72,86,77,81,69,80,79,62,52,85,87,69,87,79,87,79,78,84,86,85,85,81,72,79,83,79,80,88,62,76,"182CM / 6'0""FT",74KG / 163LBS,Right,4,LALIGA EA SPORTS,High,Low,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joao-cancelo/210514,,,,,,M
513,Cristiano Ronaldo,Portugal,Al Nassr,ST,"ST, CF",39,86,77,88,75,80,34,74,73,80,90,87,92,85,83,90,76,76,75,76,70,79,76,61,87,86,77,92,29,87,24,32,24,93,77,76,62,"187CM / 6'2""FT",85KG / 187LBS,Right,4,ROSHN Saudi League,High,Low,5,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/cristiano-ronaldo/20801,,,,,,M
514,Trent Alexander-Arnold,England,Liverpool,RB,"RB, RWB",25,86,76,69,90,79,80,73,73,79,78,62,82,75,63,55,90,93,85,88,91,87,72,72,84,84,78,82,83,69,79,83,78,74,89,66,69,"180CM / 5'11""FT",69KG / 152LBS,Right,4,Premier League,High,Medium,3,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/trent-alexander-arnold/231281,,,,,,M
515,Ashley Lawrence,Canada,Chelsea,RB,"RB, RWB",29,86,86,67,82,80,82,78,86,86,73,58,79,76,66,67,82,85,70,84,81,78,86,87,86,78,78,83,80,73,84,86,81,84,86,72,80,"164CM / 5'5""FT",60KG / 132LBS,Right,4,Barclays WSL,High,Medium,3,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ashley-lawrence/227392,,,,,,F
516,Mallory Swanson,United States,Chicago Red Stars,LW,"LW, CF, LM",26,86,93,82,82,84,42,71,92,93,88,83,81,80,70,81,84,81,71,86,79,77,82,88,86,86,84,78,43,68,36,41,39,79,89,62,70,"163CM / 5'4""FT",54KG / 119LBS,Right,5,NWSL,High,Medium,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mallory-swanson/232073,,,,,,F
517,Wojciech Szczęsny,Poland,Juventus,GK,GK,34,86,86,83,73,87,49,86,51,47,14,12,55,14,14,18,48,12,14,32,36,16,55,51,82,22,11,65,15,16,20,13,12,70,45,65,40,"195CM / 6'5""FT",90KG / 198LBS,Right,3,Serie A TIM,Medium,Medium,1,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/wojciech-szczesny/186153,86.0,83.0,73.0,86.0,87.0,M
518,Cristiana Girelli,Italy,Juventus,ST,"ST, CF",34,86,81,85,71,81,46,78,82,80,91,92,79,76,79,87,79,59,78,78,56,77,70,71,88,85,80,81,45,88,39,43,40,92,71,80,79,"174CM / 5'9""FT",64KG / 141LBS,Right,4,Calcio A Femminile,High,Medium,3,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/cristiana-girelli/227073,,,,,,F
519,Jack Grealish,England,Manchester City,LW,"LW, LM",28,85,76,76,84,88,53,73,79,74,82,76,76,79,72,58,87,83,74,85,81,83,84,85,84,90,89,88,49,48,58,54,48,71,83,71,65,"180CM / 5'11""FT",81KG / 179LBS,Right,3,Premier League,High,High,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jack-grealish/206517,,,,,,M
520,Kylian Mbappé,France,Paris SG,ST,"ST, LW, CF",25,91,97,90,80,92,36,78,97,97,93,94,90,83,84,84,83,78,69,86,71,80,93,82,93,92,93,88,38,73,26,34,32,88,88,77,64,"182CM / 6'0""FT",75KG / 165LBS,Right,4,Ligue 1 Uber Eats,High,Low,5,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kylian-mbappe/231747,,,,,,M
521,Alexia Putellas,Spain,FC Barcelona,CM,"CM, LW",30,91,82,90,91,92,72,78,81,82,91,91,86,89,90,91,91,88,89,94,91,89,90,89,92,94,92,92,78,74,60,81,64,84,85,78,70,"173CM / 5'8""FT",67KG / 148LBS,Left,5,Liga F,High,Medium,5,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alexia-putellas/227203,,,,,,F
522,Erling Haaland,Norway,Manchester City,ST,"ST, CF",24,91,89,93,66,80,45,88,82,94,96,96,94,86,90,84,74,47,62,77,53,77,76,72,94,82,79,87,43,83,38,47,29,93,76,93,87,"195CM / 6'5""FT",94KG / 207LBS,Left,3,Premier League,High,Medium,3,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/erling-haaland/239085,,,,,,M
523,Kevin De Bruyne,Belgium,Manchester City,CM,"CM, CAM",33,91,72,88,94,87,65,78,72,72,88,85,92,92,83,83,95,95,83,94,94,92,74,78,92,92,86,88,66,55,66,70,53,72,88,74,75,"181CM / 5'11""FT",75KG / 165LBS,Right,5,Premier League,High,Medium,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kevin-de-bruyne/192985,,,,,,M
524,Aitana Bonmatí,Spain,FC Barcelona,CM,CM,26,90,81,84,83,91,75,73,82,80,91,91,69,89,62,70,90,67,67,91,87,76,93,86,91,91,91,85,88,54,70,81,67,75,80,75,60,"161CM / 5'3""FT",51KG / 112LBS,Right,5,Liga F,High,High,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/aitana-bonmati/241667,,,,,,F
525,Lionel Messi,Argentina,Inter Miami CF,CF,"CF, CAM, ST",37,90,80,87,90,94,33,64,87,74,91,89,83,90,86,75,92,83,93,91,90,93,91,95,88,93,96,96,40,60,20,35,24,71,70,68,44,"169CM / 5'7""FT",67KG / 148LBS,Left,4,MLS,Low,Low,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lionel-messi/158023,,,,,,M
526,Sam Kerr,Australia,Chelsea,ST,"ST, CF",30,90,85,88,74,90,42,85,86,84,92,92,85,85,92,71,79,70,68,78,67,76,90,82,89,91,90,91,24,93,44,39,30,95,87,88,70,"168CM / 5'6""FT",66KG / 146LBS,Right,4,Barclays WSL,High,High,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sam-kerr/227125,,,,,,F
527,Karim Benzema,France,Al Ittihad,CF,"CF, ST",36,90,79,88,83,87,39,78,78,79,92,91,87,81,88,85,90,75,73,89,76,82,77,72,92,91,87,90,39,90,43,24,18,85,82,82,63,"185CM / 6'1""FT",81KG / 179LBS,Right,4,ROSHN Saudi League,Medium,Medium,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/karim-benzema/165153,,,,,,M
528,Thibaut Courtois,Belgium,Real Madrid,GK,GK,32,90,85,89,76,93,46,90,42,52,13,14,57,17,12,27,44,14,20,33,35,19,63,45,88,23,13,66,15,13,20,18,16,68,38,70,23,"199CM / 6'6""FT",96KG / 212LBS,Left,3,LALIGA EA SPORTS,Medium,Medium,1,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/thibaut-courtois/192119,85.0,89.0,76.0,90.0,93.0,M
529,Harry Kane,England,FC Bayern München,ST,"ST, CF",31,90,69,93,84,83,49,83,67,71,94,95,93,87,89,92,87,80,65,87,88,82,66,73,93,87,82,92,42,89,46,46,38,87,83,84,80,"188CM / 6'2""FT",89KG / 196LBS,Right,5,Bundesliga,High,High,3,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/harry-kane/202126,,,,,,M
530,Caroline Graham Hansen,Norway,FC Barcelona,RW,"RW, RM",29,90,89,86,88,90,47,75,90,88,87,86,88,89,83,71,89,90,77,89,84,90,94,75,83,90,93,84,35,71,45,50,46,84,84,74,66,"178CM / 5'10""FT",66KG / 146LBS,Right,4,Liga F,High,Medium,5,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/caroline-graham-hansen/227102,,,,,,F
531,Robert Lewandowski,Poland,FC Barcelona,ST,"ST, CF",36,90,75,91,80,87,44,84,76,75,94,93,91,84,89,90,81,76,85,84,70,79,77,83,93,90,86,88,49,91,35,42,19,92,76,89,81,"185CM / 6'1""FT",81KG / 179LBS,Right,4,LALIGA EA SPORTS,High,Medium,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/robert-lewandowski/188545,,,,,,M
532,Mohamed Salah,Egypt,Liverpool,RW,"RW, RM",32,89,89,87,81,88,45,76,89,89,92,92,82,84,83,81,84,80,69,84,77,84,89,91,93,86,88,90,55,59,38,43,41,80,87,75,63,"175CM / 5'9""FT",71KG / 157LBS,Left,3,Premier League,High,Medium,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mohamed-salah/209331,,,,,,M
533,Kadidiatou Diani,France,OL,RW,"RW, ST, RM",29,89,89,85,83,88,56,77,88,90,91,90,79,86,74,71,85,84,70,87,74,74,89,84,87,90,88,84,55,81,46,59,49,86,81,84,52,"168CM / 5'6""FT",64KG / 141LBS,Right,4,D1 Arkema,High,High,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kadidiatou-diani/227361,,,,,,F
534,Mapi León,Spain,FC Barcelona,CB,CB,29,89,75,74,81,76,90,81,73,77,70,65,89,87,49,64,56,86,88,88,90,87,70,86,90,82,68,91,90,83,91,91,90,87,75,83,84,"169CM / 5'7""FT",59KG / 130LBS,Left,3,Liga F,High,High,2,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mapi-leon/236479,,,,,,F
535,Rúben Dias,Portugal,Manchester City,CB,CB,27,89,62,39,66,69,89,87,54,69,39,29,74,26,32,45,51,54,48,83,76,46,60,56,89,75,64,81,86,87,91,91,87,84,78,90,93,"187CM / 6'2""FT",82KG / 181LBS,Right,4,Premier League,Medium,High,2,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ruben-dias/239818,,,,,,M
536,Vini Jr.,Brazil,Real Madrid,LW,"LW, LM",24,89,95,82,78,90,29,68,95,95,87,89,76,80,72,65,81,78,62,80,77,77,94,84,86,90,92,79,26,50,32,25,18,74,84,64,58,"176CM / 5'9""FT",73KG / 161LBS,Right,4,LALIGA EA SPORTS,High,High,5,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/vini-jr/238794,,,,,,M
537,Rodri,Spain,Manchester City,CDM,"CDM, CM",28,89,58,73,80,80,85,84,54,62,75,64,91,82,59,62,82,63,61,89,90,65,65,64,89,88,79,85,84,81,88,87,78,80,89,83,83,"191CM / 6'3""FT",82KG / 181LBS,Right,4,Premier League,Medium,High,3,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rodri/231866,,,,,,M
538,Rodri,Spain,Manchester City,CDM,"CDM, CM",28,89,58,73,80,80,85,84,54,62,75,64,91,82,59,62,82,63,61,89,90,65,65,64,89,88,79,85,84,81,88,87,78,80,89,83,83,"191CM / 6'3""FT",82KG / 181LBS,Right,4,Premier League,Medium,High,3,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rodri/231866,,,,,,M
539,Neymar Jr,Brazil,Al Hilal,LW,"LW, LM",32,89,86,83,85,93,37,61,88,85,86,83,79,81,86,91,90,83,87,85,81,88,93,83,88,94,95,93,37,63,35,32,29,72,78,51,63,"175CM / 5'9""FT",68KG / 150LBS,Right,5,ROSHN Saudi League,High,Medium,5,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/neymar-jr/190871,,,,,,M
540,Alex Morgan,United States,San Diego Wave,ST,"ST, CF",35,89,83,89,80,88,47,77,82,84,90,94,90,80,83,88,75,71,73,89,82,68,83,67,82,92,89,91,46,84,41,43,39,90,87,81,53,"168CM / 5'6""FT",62KG / 137LBS,Left,5,NWSL,High,Medium,4,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alex-morgan/226301,,,,,,F
541,Marc-André ter Stegen,Germany,FC Barcelona,GK,GK,32,89,86,85,89,91,47,86,45,50,11,14,67,10,14,25,70,18,12,61,63,18,39,43,85,30,21,70,22,11,25,13,10,72,35,78,43,"187CM / 6'2""FT",85KG / 187LBS,Right,4,LALIGA EA SPORTS,Medium,Medium,1,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marc-andre-ter-stegen/192448,86.0,85.0,89.0,86.0,91.0,M
