Date,Customer_ID,City,Category,Product,Unit_Price,Quantity,Sales_Amount,Used_Discount,Discount_Amount,Final_Sales
11/5/24,45,Medina,coffee beans,Colombian,40,43,1720,TRUE,344,1376
11/6/24,16,Hail,coffee beans,Costa Rica,35,39,1365,FALSE,0,1365
11/7/24,2,Jeddah,coffee beans,Ethiopian,45,46,2070,TRUE,414,1656
11/8/24,57,Dammam,coffee beans,Costa Rica,35,1,35,FALSE,0,35
11/9/24,95,Medina,coffee beans,Ethiopian,45,48,2160,FALSE,0,2160
11/10/24,13,Riyadh,coffee beans,Brazilian,30,32,960,TRUE,192,768
11/11/24,14,Jeddah,coffee beans,Colombian,40,11,440,TRUE,88,352
11/12/24,25,Jeddah,coffee beans,Colombian,40,31,1240,FALSE,0,1240
11/13/24,77,Hail,coffee beans,Brazilian,30,20,600,TRUE,120,480
11/14/24,58,Hail,coffee beans,Guatemala,35,26,910,FALSE,0,910
11/15/24,82,Buraidah,coffee beans,Brazilian,30,26,780,TRUE,156,624
11/16/24,29,Abha,coffee beans,Brazilian,30,39,1170,TRUE,234,936
11/17/24,66,Medina,coffee beans,Colombian,40,14,560,FALSE,0,560
11/18/24,69,Abha,coffee beans,Brazilian,30,16,480,FALSE,0,480
11/19/24,63,Riyadh,coffee beans,Colombian,40,33,1320,FALSE,0,1320
11/20/24,34,Riyadh,coffee beans,Ethiopian,45,24,1080,FALSE,0,1080
11/21/24,6,Buraidah,coffee beans,Guatemala,35,48,1680,TRUE,336,1344
11/22/24,97,Medina,coffee beans,Ethiopian,45,13,585,TRUE,117,468
11/23/24,48,Dammam,coffee beans,Colombian,40,30,1200,TRUE,240,960
11/24/24,45,Hail,coffee beans,Costa Rica,35,3,105,TRUE,21,84
11/25/24,63,Abha,coffee beans,Costa Rica,35,20,700,FALSE,0,700
11/26/24,95,Hail,coffee beans,Colombian,40,23,920,TRUE,184,736
11/27/24,80,Buraidah,coffee beans,Colombian,40,49,1960,TRUE,392,1568
11/28/24,27,Jeddah,coffee beans,Costa Rica,35,8,280,FALSE,0,280
11/29/24,56,Mecca,coffee beans,Brazilian,30,19,570,TRUE,114,456
11/30/24,48,Mecca,coffee beans,Colombian,40,19,760,FALSE,0,760
12/1/24,17,Khobar,coffee beans,Brazilian,30,49,1470,TRUE,294,1176
12/2/24,16,Khobar,coffee beans,Colombian,40,29,1160,FALSE,0,1160
12/3/24,63,Hail,coffee beans,Costa Rica,35,18,630,FALSE,0,630
12/4/24,75,Abha,coffee beans,Ethiopian,45,43,1935,TRUE,387,1548
12/5/24,79,Mecca,coffee beans,Costa Rica,35,7,245,TRUE,49,196
12/6/24,9,Riyadh,coffee beans,Ethiopian,45,47,2115,FALSE,0,2115
12/7/24,76,Mecca,coffee beans,Brazilian,30,36,1080,TRUE,216,864
12/8/24,10,Abha,coffee beans,Colombian,40,42,1680,TRUE,336,1344
12/9/24,90,Abha,coffee beans,Guatemala,35,17,595,TRUE,119,476
12/10/24,89,Buraidah,coffee beans,Costa Rica,35,29,1015,FALSE,0,1015
12/11/24,23,Khobar,coffee beans,Costa Rica,35,17,595,TRUE,119,476
12/12/24,81,Riyadh,coffee beans,Costa Rica,35,5,175,TRUE,35,140
12/13/24,57,Abha,coffee beans,Guatemala,35,20,700,FALSE,0,700
12/14/24,62,Medina,coffee beans,Brazilian,30,3,90,FALSE,0,90
12/15/24,97,Jeddah,coffee beans,Brazilian,30,35,1050,FALSE,0,1050
12/16/24,60,Jeddah,coffee beans,Costa Rica,35,21,735,TRUE,147,588
12/17/24,32,Abha,coffee beans,Costa Rica,35,45,1575,FALSE,0,1575
12/18/24,85,Mecca,coffee beans,Brazilian,30,43,1290,TRUE,258,1032
12/19/24,22,Riyadh,coffee beans,Ethiopian,45,13,585,TRUE,117,468
12/20/24,82,Mecca,coffee beans,Costa Rica,35,23,805,FALSE,0,805
12/21/24,22,Jeddah,coffee beans,Costa Rica,35,15,525,TRUE,105,420
12/22/24,72,Khobar,coffee beans,Colombian,40,43,1720,TRUE,344,1376
12/23/24,83,Jeddah,coffee beans,Brazilian,30,4,120,FALSE,0,120
12/24/24,49,Abha,coffee beans,Brazilian,30,28,840,FALSE,0,840
12/25/24,20,Hail,coffee beans,Costa Rica,35,46,1610,FALSE,0,1610
12/26/24,4,Hail,coffee beans,Colombian,40,26,1040,FALSE,0,1040
12/27/24,63,Mecca,coffee beans,Colombian,40,10,400,FALSE,0,400
12/28/24,39,Abha,coffee beans,Costa Rica,35,47,1645,FALSE,0,1645
12/29/24,57,Tabuk,coffee beans,Ethiopian,45,3,135,TRUE,27,108
12/30/24,50,Medina,coffee beans,Brazilian,30,33,990,TRUE,198,792
