id,original_title,overview,release_date,popularity,vote_average,vote_count
9676,The Black Dahlia,"In 1940s Los Angeles, two former boxers-turned-cops must grapple with corruption, narcissism, stag films and family madness as they pursue the killer of an aspiring young actress.",9/15/2006,10.166,5.627,1118
24271,The Maiden Heist,A comedy centered on three museum security guards who devise a plan to steal back the artworks to which they have become attached after they are transferred to another museum.,5/9/2009,10.792,5.626,340
9447,Babe: Pig in the City,"Babe, fresh from his victory in the sheepherding contest, returns to Farmer Hoggett's farm, but after Farmer Hoggett is injured and unable to work, Babe has to go to the big city to save the farm.",11/25/1998,18.662,5.6,1247
9623,The Juror,"With his gangster boss on trial for murder, a mob thug known as ""the Teacher"" tells Annie Laird she must talk her fellow jurors into a not-guilty verdict, implying that he'll kill her son Oliver if she fails. She manages to do this, but, when it becomes clear that the mobsters might want to silence her for good, she sends Oliver abroad and tries to gather evidence of the plot against her, setting up a final showdown.",2/2/1996,11.575,5.621,392
14239,Cool World,"A bizarre accident lands Frank Harris in Cool World, a realm of cartoons. Years later, cartoonist Jack Deebs, who's been drawing Cool World, crosses over as well. He sets his lustful sights on animated femme fatale Holli Would, but she's got plans of her own to become real, and it's up to Frank to stop her.",7/10/1992,13.639,5.624,739
542917,El silencio de la ciudad blanca,"Vitoria-Gasteiz, Basque Country, Spain, 2019. Two corpses appear in the crypt of the Old Cathedral. Police officer Unai López de Ayala, an expert in criminal profiling, must hunt down the ritual murderer who has been terrorizing the city for two decades.",10/25/2019,8.73,5.6,325
22825,The Box,"Norma and Arthur Lewis, a suburban couple with a young child, receive a simple wooden box as a gift, which bears fatal and irrevocable consequences. A mysterious stranger delivers the message that the box promises to bestow upon its owner $1 million with the press of a button. However pressing this button will simultaneously cause the death of another human being somewhere in the world; someone they don't know. With just 24 hours to have the box in their possession, Norma and Arthur find themselves in the cross-hairs of a startling moral dilemma and must face the true nature of their humanity.",10/29/2009,13.821,5.6,1775
271185,Ask Me Anything,"Beautiful, wild, funny, and lost, Katie Kampenfelt takes a year off before college to find herself, all the while chronicling her adventures in an anonymous blog into which she pours her innermost secrets. Eventually, Katie's fearless narrative begins to crack, and dark pieces of her past emerge.",4/19/2014,9.513,5.6,408
49849,Cowboys & Aliens,"A stranger stumbles into the desert town of Absolution with no memory of his past and a futuristic shackle around his wrist. With the help of mysterious beauty Ella and the iron-fisted Colonel Dolarhyde, he finds himself leading an unlikely posse of cowboys, outlaws, and Apache warriors against a common enemy from beyond this world in an epic showdown for survival.",7/29/2011,23.968,5.621,5091
23398,Alvin and the Chipmunks: The Squeakquel,"Pop sensations Alvin, Simon and Theodore end up in the care of Dave Seville's twenty-something nephew Toby. The boys must put aside music super stardom to return to school, and are tasked with saving the school's music program by winning the $25,000 prize in a battle of the bands. But the Chipmunks unexpectedly meet their match in three singing chipmunks known as The Chipettes - Brittany, Eleanor and Jeanette. Romantic and musical sparks are ignited when the Chipmunks and Chipettes square off.",12/21/2009,27.419,5.62,2934
19366,Josie and the Pussycats,"Josie, Melody and Val are three small-town girl musicians determined to take their rock band out of their garage and straight to the top, while remaining true to their look, style and sound. They get a record deal which brings fame and fortune but soon realize they are pawns of two people who want to control the youth of America. They must clear their names, even if it means losing fame and fortune.",4/6/2001,6.612,5.6,317
9969,Deck the Halls,"Determined to unseat Steve Finch's reign as the town's holiday season king, Buddy Hall plasters his house with so many decorative lights that it'll be visible from space! When their wives bond, and their kids follow suit, the two men only escalate their rivalry - and their decorating.",11/22/2006,8.726,5.6,724
531499,The Tax Collector,David Cuevas is a family man who works as a gangland tax collector for high ranking Los Angeles gang members. He makes collections across the city with his partner Creeper making sure people pay up or will see retaliation. An old threat returns to Los Angeles that puts everything David loves in harm’s way.,8/7/2020,20.444,5.62,483
237756,Kill Me Three Times,"While on a seemingly routine job, a jaded hit man discovers that he's not the only one with his target in the crosshairs.",4/10/2015,6.386,5.6,535
23398,Alvin and the Chipmunks: The Squeakquel,"Pop sensations Alvin, Simon and Theodore end up in the care of Dave Seville's twenty-something nephew Toby. The boys must put aside music super stardom to return to school, and are tasked with saving the school's music program by winning the $25,000 prize in a battle of the bands. But the Chipmunks unexpectedly meet their match in three singing chipmunks known as The Chipettes - Brittany, Eleanor and Jeanette. Romantic and musical sparks are ignited when the Chipmunks and Chipettes square off.",12/21/2009,27.419,5.6,2934
12662,Psycho III,"When Maureen Coyle, a suicidal nun who resembles Norman's former victim, Marion Crane, arrives at the motel, all bets are off and ""Mother"" is less than happy.",4/2/1986,14.11,5.6,389
1819,"You, Me and Dupree","After standing in as best man for his longtime friend Carl Petersen, Randy Dupree loses his job, becomes a barfly and attaches himself to the newlywed couple almost permanently -- as their houseguest. But the longer Dupree camps out on their couch, the closer he gets to Carl's bride, Molly, leaving the frustrated groom wondering when his pal will be moving out.",7/13/2006,11.355,5.6,1352
658777,Freaks - Du bist eine von uns,"After having a chance encounter with a mysterious character, Wendy, a young working class mother, discovers that she has super powers.",9/2/2020,13.614,5.6,340
13596,My Best Friend's Girl,"Lovestruck Dustin is dating Alexis, his ideal girlfriend, but when she dumps him for coming on too strong, Dustin takes drastic measures to win her back. He asks his best friend Tank to take her on the worst rebound date imaginable - his side job - so that she will come running back to him, and Tank reluctantly agrees. However, Alexis is more than a match for Tank's shock tactics and he begins to really fall for her, leaving him torn between loyalty to Dustin and his growing attraction toward Alexis.",9/19/2008,12.193,5.619,750
806,The Omen,A diplomatic couple adopts the son of the devil without knowing it. A remake of the classic horror film of the same name from 1976.,6/6/2006,14.879,5.619,1084
11056,Darkness,"A teenage girl moves into a remote country home with her family, only to discover that the gloomy old house has a horrifying past that threatens to destroy them.",10/11/2002,8.998,5.618,395
68684,Detention,"As a killer named Cinderhella stalks the student body at the high school in Grizzly Lake, a group of co-eds band together to survive while they're all serving detention.",4/6/2012,8.61,5.6,374
830764,Pet Sematary: Bloodlines,"In 1969, young Jud Crandall has dreams of leaving his hometown behind, but soon discovers sinister secrets buried within and is forced to confront a dark family history that forever binds him to Ludlow.",9/23/2023,24.95,5.6,364
2900,The Astronaut's Wife,"When astronaut Spencer Armacost returns to Earth after a mission that nearly cost him his life, he decides to take a desk job in order to see his beautiful wife, Jillian, more often. Gradually, Jillian notices that Spencer's personality seems to have changed, but her concerns fade when she discovers that she's pregnant. As Jillian grows closer to becoming a mother, her suspicions about Spencer return. Why does it seem as if he's a different person?",8/27/1999,9.944,5.613,924
958196,Inside,"An art thief trapped in a New York penthouse after his heist doesn't go as planned. Locked inside with nothing but priceless works of art, he must use all his cunning and invention to survive.",3/9/2023,15.367,5.6,397
384521,The Cloverfield Paradox,"Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality.",2/4/2018,15.656,5.6,3306
8202,Æon Flux,"400 years into the future, disease has wiped out the majority of the world's population, except one walled city, Bregna, ruled by a congress of scientists. When Æon Flux, the top operative in the underground 'Monican' rebellion, is sent on a mission to kill a government leader, she uncovers a world of secrets.",11/30/2005,11.994,5.612,2254
144340,Admission,"Straitlaced Princeton University admissions officer Portia Nathan is caught off-guard when she makes a recruiting visit to an alternative high school overseen by her former classmate, the freewheeling John Pressman. Pressman has surmised that Jeremiah, his gifted yet very unconventional student, might well be the son that Portia secretly gave up for adoption many years ago.",3/21/2013,7.643,5.6,616
692969,Kadaver,"In the aftermath of a nuclear disaster, a starving family find hope in a charismatic hotel owner. Lured by the prospect of a free dinner, they discover that the evening's entertainment blurs the lines between performance and reality. Will they wind up the spectators or the spectacle?",10/22/2020,7.806,5.61,639
479040,Acts of Violence,"When his fiancee is kidnapped by human traffickers, Roman and his ex-military brothers set out to track her down and save her before it is too late. Along the way, Roman teams up with Avery, a cop investigating human trafficking and fighting the corrupt bureaucracy that has harmful intentions.",1/12/2018,11.017,5.6,410
384798,Kill Command,"Set in a near future, technology-reliant society that pits man against killing machines. Against this backdrop an elite army unit is helicoptered to a remote, off-the-grid island training facility. What starts out as a simple training exercise for Captain Bukes and his tight-knit unit, descends into a terrifying battle to the death, as the marines discover the island is overrun by an enemy that transcends the human concept of evil.",5/13/2016,78.724,5.61,583
291272,We Are Still Here,"After the death of their college age son, Anne and Paul Sacchetti relocate to the snowswept New England hamlet of Aylesbury, a sleepy village where all is most certainly not as it seems. When strange sounds and eerie feelings convince Anne that her son's spirit is still with them, they invite an eccentric, New Age couple to help them get to the bottom of the mystery.",6/5/2015,7.197,5.6,479
11888,Snow Dogs,"When a Miami dentist inherits a team of sled dogs, he's got to learn the trade or lose his pack to a crusty mountain man.",1/18/2002,11.514,5.6,734
412105,You Get Me,"After arguing with his girlfriend, Ali, Tyler lands in the arms of sexy new girl, Holly. The next morning, he finds that not only does Ali agree to take him back, but Holly is a new student at their school and is dead set on her new man.",6/19/2017,11.415,5.609,1685
83770,On the Road,"Dean and Sal are the portrait of the Beat Generation. Their search for ""It"" results in a fast paced, energetic roller coaster ride with highs and lows throughout the U.S.",5/22/2012,12.418,5.6,846
51170,Open Season 3,"Boog, Elliot, and their forest friends return with an all-new adventure, this time in a Big Top Circus! The comedy begins when Boog's pals choose their family obligations over the annual guy's trip, and a disappointed Boog decides to take a trip of his own, which leads him right into the middle of a circus ring...literally. When he switches places with a devious look-a-like circus grizzly and falls for an alluring Russian troupe member, he'll come to realize that maybe you don't have to choose between family and friendship after all.",10/21/2010,13.712,5.6,617
244516,Indovina chi viene a Natale?,"A very extended family gathers for the Christmas holidays, after the death of the breadwinner Leonardo Sereni, famous singer. The eldest son Julius, with his wife Marina, has a panettone factory.",12/19/2013,4.418,5.6,362
13803,Amusement,"While being interrogated by a police psychiatrist, the near-catatonic Tabitha tries to explain why she and two of her childhood friends are being hunted by a serial killer. The truth that's dying to come out weaves together three tragic secrets from their past. Two of the girls' boyfriends become unwitting targets in their deadly game.",10/9/2008,7.416,5.6,355
10762,Without a Paddle,"Three friends, whose lives have been drifting apart, reunite for the funeral of a fourth childhood friend. When looking through their childhood belongings, they discover a trunk which contained details on a quest their friend was attempting. It revealed that he was hot on the trail of the $200,000 that went missing with airplane hijacker D.B. Cooper in 1971. They decide to continue his journey, but do not understand the dangers they will soon encounter.",8/20/2004,8.277,5.608,655
434555,The Possession of Hannah Grace,"When a cop who is just out of rehab takes the graveyard shift in a city hospital morgue, she faces a series of bizarre, violent events caused by an evil entity in one of the corpses.",11/29/2018,15.57,5.6,1361
354287,War Machine,A rock star general bent on winning the “impossible” war in Afghanistan takes us inside the complex machinery of modern war. Inspired by the true story of General Stanley McChrystal.,5/26/2017,8.384,5.607,1145
106747,Machete Kills,Ex-Federale agent Machete is recruited by the President of the United States for a mission which would be impossible for any mortal man – he must take down a madman revolutionary and an eccentric billionaire arms dealer who has hatched a plan to spread war and anarchy across the planet.,9/12/2013,12.854,5.607,1912
50135,Konferenz der Tiere,"A group of animals waiting for the annual flood they rely on for food and water discover that the humans, who have been destroying their habitats have built a dam for a leisure resort. The animals endeavour to save the delta and send a message to the humans not to interfere with nature.",10/7/2010,6.996,5.6,326
46837,Kaboom,"Smith, a typical young college student who likes partying and engaging in acts of random sex and debauchery, has been having some interesting dreams revolving around two gorgeous women -- and is shocked when he meets the dream girls in real life. Lorelei looks just like his fantasy brunette, while a mysterious red-haired girl being chased by assassins draws him into an international conspiracy. Or is it all just a drug-induced hallucination?",10/6/2010,9.684,5.6,330
70074,Bullet to the Head,"After watching their respective partners die, a cop and a hitman form an alliance in order to bring down their common enemy.",11/14/2012,12.444,5.6,1285
28510,Universal Soldier: Regeneration,"When terrorists threaten nuclear catastrophe at Chernobyl, the world's only hope is to reactivate decommissioned Universal Soldier Luc Deveraux. Rearmed and reprogrammed, Deveraux must take on his nemesis from the original Universal Soldier and a next-generation ""UniSol"" that seems almost unstoppable.",10/1/2009,16.692,5.605,466
9954,The Covenant,Four young men who belong to a supernatural legacy are forced to battle a fifth power long thought to have died out. Another great force they must contend with is the jealousy and suspicion that threatens to tear them apart.,9/7/2006,17.916,5.6,1020
231474,The Hunters,"Imagine if all mythical artifacts, from Jason's Golden Fleece to Cinderella's glass slippers, were real. Well, they are -- and for centuries, a secret society called the Hunters has been sworn to protect them from an evil force called the Krugen.",10/25/2013,7.586,5.6,342
73936,Retreat,"Kate and Martin escape from personal tragedy to an Island Retreat. Cut off from the outside world, their attempts to recover are shattered when a man is washed ashore, with news of airborne killer disease that is sweeping through Europe.",10/14/2011,12.764,5.604,303
1979,Fantastic Four: Rise of the Silver Surfer,"The Fantastic Four return to the big screen as a new and all powerful enemy threatens the Earth. The seemingly unstoppable 'Silver Surfer', but all is not what it seems and there are old and new enemies that pose a greater threat than the intrepid superheroes realize.",6/13/2007,27.713,5.6,7917
414191,Our House,Ethan is suffering enormous guilt after his parents are killed in a car accident. He quits a promising future at MIT and work on a revolutionary experiment in order to care for his younger siblings.,7/27/2018,8.679,5.6,332
300665,Leatherface,"A young nurse is kidnapped by a group of violent teens who escape from a mental hospital and take her on the road trip from hell. Pursued by an equally deranged lawman out for revenge, one of the teens is destined for tragedy and horrors that will destroy his mind, moulding him into a monster named Leatherface.",9/14/2017,12.389,5.6,1332
718444,Rogue,"Battle-hardened O’Hara leads a lively mercenary team of soldiers on a daring mission: rescue hostages from their captors in remote Africa. But as the mission goes awry and the team is stranded, O’Hara’s squad must face a bloody, brutal encounter with a gang of rebels.",8/20/2020,19.665,5.6,693
1091181,Loups-Garous,"When an old card game comes to life, a family jumps back in time to a medieval village where they must unmask werewolves to secure their return home.",10/22/2024,20.88,5.6,405
118289,Diana,"During the last two years of her life, Princess Diana campaigns against the use of land mines and has a secret love affair with a Pakistani heart surgeon.",9/19/2013,11.64,5.6,486
10163,The Lawnmower Man,A simple man is turned into a genius through the application of computer science.,3/5/1992,13.614,5.6,755
174316,A Case of You,"Young writer Sam has a crush on Birdie, the cute and quirky barista at his local coffee shop. When his conventional attempts to woo her crash and burn, he takes his efforts online, creating an Internet profile embellished with all of the details that would make him Birdie’s dream guy. When the harebrained scheme is a surprise success and Birdie falls for his exaggerated alter ego, Sam must keep up the act or lose his dream girl forever.",11/6/2013,8.482,5.598,305
164251,Serena,"North Carolina mountains at the end of the 1920s – George and Serena Pemberton, love-struck newly-weds, begin to build a timber empire. Serena soon proves herself to be equal to any man: overseeing loggers, hunting rattle-snakes, even saving a man’s life in the wilderness. With power and influence now in their hands, the Pembertons refuse to let anyone stand in the way of their inflated love and ambitions. However, once Serena discovers George’s hidden past and faces an unchangeable fate of her own, the Pemberton’s passionate marriage begins to unravel leading toward a dramatic reckoning.",10/12/2014,15.448,5.598,1028
74461,Knights of Badassdom,Three best friends and dedicated roleplayers take to the woods to reenact a dungeons and dragons-like scenario as a live action role-playing game. Trouble arises when a prop spellbook purchased from the internet ends up being a genuine grimoire and they unwittingly conjure up a blood-lusting succubus from hell.,1/21/2013,5.553,5.598,415
10610,The Medallion,A Hong Kong detective suffers a fatal accident involving a mysterious medallion and is transformed into an immortal warrior with superhuman powers.,8/15/2003,19.734,5.598,1103
703745,Deep Blue Sea 3,"Dr. Emma Collins and her team are spending their third summer on the island of Little Happy studying the effect of climate change on the great white sharks who come to the nearby nursery every year to give birth. Along with the last two inhabitants of this former fishing village, their peaceful life is disrupted when a ""scientific"" team led by her ex-boyfriend and marine biologist Richard show up looking for three bull sharks who we soon learn aren't just any bull sharks.",8/25/2020,17.1,5.6,315
82687,The Guilt Trip,An inventor and his mom hit the road together so he can sell his latest invention.,12/19/2012,9.314,5.597,715
219318,Eyjafjallajökull,"The eruption of the Icelandic volcano Eyjafjallajökull causes major disruptions to travelers' plans around the world. For Alain and Valérie, it's a catastrophe. Because to make it to the small Greek village in time for their daughter's wedding, this divorced couple, whose mutual hatred knows no bounds, will be obliged to set out on the road together.",10/2/2013,8.166,5.596,647
82679,Fun Size,"Wren's Halloween plans go awry when she's made to babysit her brother, who disappears into a sea of trick-or-treaters. Accompanied by her best friend and two nerdy classmates, Wren needs to find her brother before her mom finds out.",10/24/2012,6.459,5.6,427
52449,Bad Teacher,"A lazy, incompetent middle school teacher who hates her job and her students is forced to return to her job to make enough money for a boob job after her rich fiancé dumps her.",5/16/2011,25.288,5.596,4716
10727,Darkness Falls,"A vengeful spirit has taken the form of the Tooth Fairy to exact vengeance on the town that lynched her 150 years earlier. Her only opposition is the only child, now grown up, who has survived her before.",1/24/2003,20.188,5.596,604
9703,The Last Legion,"As the Roman empire crumbles, young Romulus Augustus flees the city and embarks on a perilous voyage to Britain to track down a legion of supporters.",4/19/2007,12.591,5.594,803
457943,Slaughterhouse Rulez,An illustrious British boarding school becomes a bloody battleground when a mysterious sinkhole appears at a nearby fracking site unleashing unspeakable horror.,10/31/2018,11.654,5.6,456
180296,They Came Together,A small business owner is about to lose her shop to a major corporate development.,6/27/2014,9.645,5.593,414
11045,Taxi,A mouthy and feisty taxicab driver has hot tips for a green and inept cop set on solving a string of New York City bank robberies committed by a quartet of female Brazilian bank robbers.,10/6/2004,22.139,5.593,1067
602654,Horizon Line,A couple flying on a small plane to attend a tropical island wedding must fight for their lives after their pilot suffers a heart attack.,10/29/2020,12.133,5.6,387
575479,Une fille facile,"Naïma has just turned 16. This summer, she will have to decide what she wants from life if she doesn’t want to miss out. Then her cousin Sofia arrives, with an amazing body and a dangerously seductive lifestyle. Naïma desires only to follow her own path, so long as it leads upwards… Despite the warnings of her best friend Dodo, she and Sofia will live through unforgettable encounters during a long summer that will mark them forever.",8/28/2019,10.497,5.6,352
9794,Employee of the Month,"When he hears that the new female employee digs ambitious men who are the store employee of the month, a slacker gets his act together but finds himself in competition with his rival, an ambitious co-worker.",10/6/2006,13.163,5.592,639
11804,White Noise,"An architect's desire to speak with his wife from beyond the grave using EVP (Electronic Voice Phenomenon), becomes an obsession with supernatural repercussions.",1/7/2005,15.981,5.6,814
2335,Taxi 4,"Before being extradited to Africa to stand trial, a notorious Belgian criminal is entrusted to the Marseilles police department for less than 24 hours. But the wily crook convinces bumbling policeman Emilien he's a lowly Belgian embassy employee who got railroaded by the brilliant master criminal.",2/10/2007,12.235,5.6,1236
27,9 Songs,"Matt, a young glaciologist, soars across the vast, silent, icebound immensities of the South Pole as he recalls his love affair with Lisa. They meet at a mobbed rock concert in a vast music hall - London's Brixton Academy. They are in bed at night's end. Together, over a period of several months, they pursue a mutual sexual passion whose inevitable stages unfold in counterpoint to nine live-concert songs.",7/16/2004,34.615,5.6,522
146375,De l'autre côté du périph,Two mismatched cops team up to investigate the murder of a business mogul's wife.,12/15/2012,7.82,5.59,667
144336,Sabotage,"John 'Breacher' Wharton leads an elite DEA task force that takes on the world's deadliest drug cartels. When the team successfully executes a high-stakes raid on a cartel safe house, they think their work is done – until, one-by-one, the team members mysteriously start to be eliminated. As the body count rises, everyone is a suspect.",3/28/2014,13.457,5.6,1427
10206,Buffy the Vampire Slayer,"Blonde, bouncy Buffy is your typical high school cheerleader. But all that changes when a strange man informs her she's been chosen by fate to kill vampires.",7/24/1992,12.605,5.59,827
174321,The English Teacher,"Small-town Pennsylvania schoolteacher Linda Sinclair balances her staid home life with an incredible passion for her subject. Then a former star pupil reenters her life after failing as a playwright in New York City. Seeing in his script the inspiration that she has always longed to instill in her students, this dyed-in-the-wool romantic enlists the help of long-suffering drama teacher Carl to mount the work as the high school’s next and riskiest production.",5/16/2013,8.824,5.589,359
433630,Inconceivable,"A mother looks to escape her abusive past by moving to a new town where she befriends another mother, who grows suspicious of her.",6/30/2017,14.795,5.6,340
354282,Science Fiction Volume One: The Osiris Child,"Set in the future in a time of interplanetary colonization, an unlikely pair race against an impending global crisis and are confronted by the monsters that live inside us all.",2/17/2016,14.172,5.6,496
185341,[REC]⁴ Apocalipsis,"Ángela Vidal, the young television reporter who entered the building with the firemen, manages to make it out alive. But what the soldiers don't know is that she carries the seed of the strange infection. She is to be taken to a provisional quarantine facility, a high-security installation where she will have to stay in isolation for several days. An old oil tanker, miles off shore and surrounded by water on all sides, has been especially equipped for the quarantine.",10/31/2014,19.318,5.588,1169
11377,House on Haunted Hill,An amusement park mogul offers a random group of diverse people $1 million to spend the night in a decrepit former mental institution.,10/29/1999,14.117,5.588,879
7227,Airport '77,"Flight 23 has crashed in the Bermuda Triangle after a hijacking gone wrong. Now the surviving passengers must brave panic, slow leaks, oxygen depletion, and more while attempting a daring plan, all while 200 feet underwater.",3/11/1977,9.295,5.588,300
241257,Regression,"Minnesota, 1990. Detective Bruce Kenner investigates the case of young Angela, who accuses her father, John Gray, of an unspeakable crime. When John unexpectedly and without recollection admits guilt, renowned psychologist Dr. Raines is brought in to help him relive his memories and what they discover unmasks a horrifying nationwide mystery.",10/1/2015,11.15,5.586,1798
57431,The Sitter,"Noah, is not your typical entertain-the-kids-no-matter-how-boring-it-is kind of sitter. He's reluctant to take a sitting gig; he'd rather, well, be doing anything else, especially if it involves slacking. When Noah is watching the neighbor's kid he gets a booty call from his girlfriend in the city. To hook up with her, Noah takes to the streets, but his urban adventure spins out of control as he finds himself on the run from a maniacal drug lord.",12/9/2011,16.845,5.585,948
19912,The Final Destination,A horrifying premonition saves a young man and his friends from death during a racetrack accident but terrible fates await them nonetheless.,8/26/2009,41.385,5.585,3321
2210,Earth Girls Are Easy,"In this musical comedy, Valerie is dealing with her philandering fiancé, Ted, when she finds that a trio of aliens have crashed their spaceship into her swimming pool. Once the furry beings are shaved at her girlfriend's salon, the women discover three handsome men underneath. After absorbing the native culture via television, the spacemen are ready to hit the dating scene in 1980s Los Angeles.",9/8/1988,12.769,5.6,377
80035,The Watch,"Four everyday suburban guys come together as an excuse to escape their humdrum lives one night a week. But when they accidentally discover that their town has become overrun with aliens posing as ordinary suburbanites, they have no choice but to save their neighborhood – and the world – from total extermination.",7/26/2012,22.049,5.584,2326
40805,The Green Hornet,"Britt Reid, the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father dies, Britt meets Kato, a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, Chudnofsky.",1/12/2011,18.982,5.584,3260
890656,Fistful of Vengeance,A revenge mission becomes a fight to save the world from an ancient threat when superpowered assassin Kai tracks a killer to Bangkok.,2/17/2022,10.429,5.6,305
9334,The Scorpion King,"In ancient Egypt, peasant Mathayus is hired to exact revenge on the powerful Memnon and the sorceress Cassandra, who are ready to overtake Balthazar's village. Amid betrayals, thieves, abductions and more, Mathayus strives to bring justice to his complicated world.",4/18/2002,21.194,5.6,3161
306523,Ogni maledetto Natale,Massimo Marinelli Lops and Giulia Colardo meet by chance in Rome and fall in love. Giulia asks Massimo to spend Christmas Eve with her family.,11/27/2014,4.273,5.6,320
7341,The Rage: Carrie 2,"Following the suicide of her only friend, outcast teen Rachel Lang's life begins a downward spiral that will not only affect her but take everyone around her down in horrifying fashion.",3/12/1999,9.736,5.6,409
1072342,Night Swim,"Forced into early retirement by a degenerative illness, former baseball player Ray Waller moves into a new house with his wife and two children. He hopes that the backyard swimming pool will be fun for the kids and provide physical therapy for himself. However, a dark secret from the home's past soon unleashes a malevolent force that drags the family into the depths of inescapable terror.",1/3/2024,23.343,5.579,661
9849,My Favorite Martian,"Ambitious television reporter Tim O'Hara stumbles upon a martian whose spaceship has accidentally crashed on Earth. Thinking this is his ticket to a Pulitzer Prize, Tim makes plans to expose the martian, who, posing as Tim's Uncle Martin, takes human form and has plans of his own. In fact, all of Tim's efforts to divulge the truth are systematically thwarted by the resourceful alien, who ultimately recruits Tim to help him repair his ship for a return to Mars.",2/11/1999,10.531,5.6,311
458109,Spinning Man,"Evan Birch is a family man and esteemed professor at a distinguished university. When a female student goes missing, police Detective Malloy has reason to be suspicious when crucial evidence makes Evan the prime suspect in her disappearance.",4/6/2018,8.688,5.578,449
9513,Garfield: A Tail of Two Kitties,"Jon and Garfield visit the United Kingdom, where a case of mistaken cat identity finds Garfield ruling over a castle. His reign is soon jeopardized by the nefarious Lord Dargis, who has designs on the estate.",6/15/2006,19.428,5.6,2219
382511,Radin !,"François Gautier is stingy! Saving puts the joy, it causes pay sweats. His life is set for the sole purpose of never spend anything. A life that will switch in one day: he falls in love and discovers he has a daughter he did not know existed. Forced to lie in order to hide his terrible default, this will be the beginning for François problems. Because lie can sometimes be expensive. Very expensive…",9/28/2016,8.655,5.577,911
12521,Shocker,"About to be electrocuted for a catalog of heinous crimes, the unrepentant Horace Pinker transforms into a terrifying energy source. Only young athlete Jonathan Parker, with an uncanny connection to him through bizarre dreams, can fight the powerful demon.",3/23/1989,11.638,5.6,430
485504,El Camino Christmas,"A young man seeking a father he has never met, through no fault of his own, ends up barricaded in a liquor store with five other people on Christmas Eve in the fictitious town of El Camino, NV.",12/8/2017,7.148,5.6,321
17047,Agent Cody Banks 2: Destination London,"With all-new gadgets, high-flying action, exciting chases and a wisecracking new handler, Derek (Anthony Anderson), Cody has to retrieve the device before the world's leaders fall under the evil control of a diabolical villain.",3/12/2004,8.728,5.576,629
2698,Evan Almighty,God contacts Junior Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.,6/9/2007,17.021,5.6,4317
560144,Skylines,"When a virus threatens to turn the now earth-dwelling friendly alien hybrids against humans, Captain Rose Corley must lead a team of elite mercenaries on a mission to the alien world in order to save what's left of humanity.",10/25/2020,10.729,5.6,554
1250,Ghost Rider,"In order to save his dying father, young stunt cyclist Johnny Blaze sells his soul to Mephistopheles and sadly parts from the pure-hearted Roxanne Simpson, the love of his life. Years later, Johnny's path crosses again with Roxanne, now a go-getting reporter, and also with Mephistopheles, who offers to release Johnny's soul if Johnny becomes the fabled, fiery 'Ghost Rider'.",1/15/2007,34.133,5.575,6015
11811,Leprechaun,A demonic leprechaun terrorizes a group of young people whom he believes stole his gold.,1/8/1993,15.153,5.574,783
823461,Good on Paper,"After years of putting her career ahead of love, stand-up comic Andrea Singer has stumbled upon the perfect guy. On paper, he checks all the boxes but is he everything he appears to be?",6/23/2021,6.855,5.572,312
20483,Catch That Kid,"A determined twelve-year-old mountain climber takes drastic action to save her injured father by planning a high-stakes bank heist, using her skills and teamwork to navigate the challenge.",2/6/2004,6.691,5.572,302
10956,Joe Dirt,"Joe Dirt is a janitor with a mullet hairdo, acid-washed jeans and a dream to find the parents that he lost at the Grand Canyon when he was a belligerent, trailer park-raised eight-year-old. Now, blasting Van Halen in his jacked-up economy car, the irrepressibly optimistic Joe hits the road alone in search of his folks.",4/10/2001,12.603,5.572,733
7233,Rebound,An acclaimed college hoops coach is demoted to a junior varsity team after a public meltdown.,7/1/2005,11.417,5.6,333
500916,Primal,"A big-game hunter for zoos books passage on a Greek shipping freighter with a fresh haul of exotic and deadly animals from the Amazon, including a rare white Jaguar – along with a political assassin being extradited to the U.S in secret. Two days into the journey, the assassin escapes and releases the captive animals, throwing the ship into chaos.",12/27/2019,14.245,5.571,381
456740,Hellboy,"Hellboy comes to England, where he must defeat Nimue, Merlin's consort and the Blood Queen. But their battle will bring about the end of the world, a fate he desperately tries to turn away.",4/10/2019,27.813,5.6,3471
369776,Les Tuche 2 : Le Rêve américain,"Les Tuche, a modest french family, change his life after winning a super lottery. Thanks to the money of his parents, the son, Donald (aka ""coin-coin) goes to Los Angeles to improve his english. On the L.A. University, he meets Jennifer, daughter of a famous American financier.",2/3/2016,7.592,5.571,976
11812,The Sweetest Thing,"Christina's love life is stuck in neutral. After years of avoiding the hazards of a meaningful relationship, one night while club-hopping with her girlfriends, she meets Peter, her perfect match. Fed up with playing games, she finally gets the courage to let her guard down and follow her heart, only to discover that Peter has suddenly left town. Accompanied by Courtney, she sets out to capture the one that got away.",4/12/2002,12.692,5.6,1100
